,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior Status,Shares Short (prior ,Status
12,2008-12-06 19:21:33,1228562493.0,a,17.26,-45.258483983507766,870.74,-36.89969781075852,-8.358786172749248,0.83,9.24,1.06,2.4,12.0,13.77,6.63,23.93,15.906,6040000000.0,6740000000.0,N/A,0.64,1.17,6.764,1.17,2970000000.0,6.764,693000000.0,1.87,28.3,2.4,1430000000.0,4.083,2130000000.0,2.421,7.311,756000000.0,1.33,1.59,75.9,4340000.0,1.6,1.2,,4420000.0,underperform
13,2004-04-13 04:20:10,1081801210.0,aa,34.26,0.0,1129.44,0.0,0.0,0.595,24.92,1.33,2.41,6.4,8.44,4.52,10.66,25.638,29780000000.0,36340000000.0,12.98,1.26,1.65,10.8,1.65,4019999999.9999995,10.8,1190000000.0,1.375,53.7,11.4,459000000.0,0.53,7310000000.0,1.374,14.078,2530000000.0,1.808,1.0,79.36,12540000.0,2.497,1.46,,12700000.0,underperform
14,2004-09-09 16:15:45,1094717745.0,aa,32.89,-3.9988324576765835,1118.38,-0.979246352174524,-3.0195861055020594,0.561,20.88,1.26,2.34,7.04,9.46,5.08,11.87,25.984,28610000000.0,35240000000.0,12.75,1.43,1.56,9.7,1.56,4019999999.9999995,9.7,1370000000.0,1.575,53.7,11.4,466000000.0,0.54,6880000000.0,1.372,14.049,1780000000.0,1.676,1.0,76.64,7780000.0,1.935,0.9,,7930000.0,underperform
15,2004-11-24 10:37:20,1101263840.0,aa,33.58,2.0979020979020913,1181.76,5.6671256639067105,-3.569223566004619,0.53,21.15,1.26,2.34,7.01,9.57,5.13,11.58,26.536,29230000000.0,35370000000.0,13.49,1.47,1.52,9.53,1.52,4019999999.9999995,9.53,1390000000.0,1.588,53.7,11.4,561000000.0,0.64,6650000000.0,1.293,14.36,2140000000.0000002,1.736,1.04,77.19,9910000.0,2.209,1.15,,10140000.0,underperform
16,2004-12-05 00:36:42,1102178202.0,aa,32.86,-2.1441334127456786,1190.33,0.7251895477931167,-2.8693229605387955,0.53,20.69,1.25,2.33,7.01,9.57,5.13,11.58,26.536,28600000000.0,34750000000.0,13.2,1.5,1.49,9.36,1.49,4019999999.9999995,9.36,1390000000.0,1.588,53.7,11.4,561000000.0,0.64,6650000000.0,1.293,14.36,2140000000.0000002,1.736,1.04,77.11,9910000.0,2.209,1.15,,10140000.0,underperform
17,2005-01-13 07:18:32,1105571912.0,aa,29.43,-10.438222763237977,1177.45,-1.0820528760931745,-9.356169887144803,0.457,18.43,1.1,1.95,7.02,9.39,5.12,11.17,26.757,25630000000.0,31510000000.0,11.96,1.12,1.34,8.57,1.34,4019999999.9999995,8.57,1400000000.0,1.597,53.7,11.4,457000000.0,0.52,6080000000.0,1.322,15.207,2140000000.0000002,1.611,1.04,77.16,12810000.0,2.918,1.49,,9910000.0,underperform
18,2005-02-07 03:48:37,1107719317.0,aa,29.37,-0.20387359836900684,1201.72,2.0612340226761203,-2.2651076210451273,0.457,18.39,1.08,1.92,7.02,9.39,5.12,11.17,26.757,25580000000.0,31260000000.0,11.89,1.39,1.33,8.5,1.33,4019999999.9999995,8.5,1400000000.0,1.6,53.7,11.4,457000000.0,0.52,6080000000.0,1.322,15.207,2140000000.0000002,1.611,1.04,75.67,11840000.0,1.892,1.37,,12810000.0,underperform
19,2005-05-22 08:48:23,1116722903.0,aa,27.45,-6.537282941777329,1191.08,-0.8853975967779599,-5.65188534499937,0.543,N/A,N/A,1.81,N/A,N/A,0.0,0.0,N/A,23940000000.0,51030000000.0,11.83,1.38,N/A,N/A,N/A,4860000000.0,N/A,N/A,N/A,39.7,9.2,497000000.0,0.57,7280000000.0,1.131,15.305,1630000000.0,1.705,0.99,78.45,15160000.0,2.902,1.76,,11970000.0,underperform
20,2006-06-20 04:32:21,1150749141.0,aa,29.1,6.010928961748642,1240.12,4.117271719783723,1.8936572419649194,0.526,16.15,0.96,1.89,5.82,9.51,4.73,11.56,31.183,25320000000.0,32240000000.000004,N/A,0.8,1.19,8.36,1.19,4940000000.0,8.36,1580000000.0,1.8,133.8,16.4,459000000.0,0.528,7330000000.0,1.183,15.945,1700000000.0,2.3,0.26,78.7,15800000.0,1.8,1.8,,12880000.0,outperform
21,2007-01-25 19:09:37,1169723377.0,aa,31.46,8.10996563573883,1423.9,14.819533593523223,-6.709567957784394,0.494,12.25,0.91,1.89,7.4,13.71,7.34,15.43,34.966,27300000000.0,34380000000.0,N/A,0.96,1.13,6.313,1.13,4940000000.0,6.313,2160000000.0,2.57,60.3,17.6,506000000.0,0.583,7240000000.0,1.045,16.798,2570000000.0,1.5,0.26,80.4,17750000.0,2.7,2.1,,16520000.0,underperform
22,2007-02-23 09:03:42,1172192622.0,aa,34.75,10.457724094087729,1451.19,1.9165671746611392,8.541156919426589,0.494,13.54,0.99,2.07,7.4,13.6,7.54,15.43,34.959,30150000000.0,37000000000.0,N/A,1.05,1.22,6.662,1.22,4940000000.0,6.662,2160000000.0,2.57,60.3,20.0,506000000.0,0.582,7240000000.0,1.258,16.798,2570000000.0,1.62,0.06,80.3,14360000.0,2.4,1.7,,17750000.0,outperform
23,2007-05-16 21:12:47,1179321167.0,aa,39.04,12.345323741007192,1514.14,4.337819306913639,8.007504434093553,0.494,15.21,1.1,2.22,7.4,13.6,7.54,15.43,34.959,33950000000.000004,36860000000.0,N/A,1.12,1.21,6.637,1.21,7060000000.0,6.637,2160000000.0,2.57,60.3,20.0,506000000.0,0.582,7240000000.0,1.258,17.684,2570000000.0,1.36,0.06,80.3,13620000.0,1.2,1.6,,12620000.0,outperform
24,2007-06-22 06:39:12,1182465552.0,aa,40.34,3.3299180327868965,1502.56,-0.7647905741873376,4.094708606974234,0.503,15.34,1.12,2.28,7.38,13.66,7.55,15.13,35.896,35080000000.0,42470000000.0,N/A,1.28,1.36,7.472,1.36,7060000000.0,7.472,2220000000.0,2.63,8.9,11.2,420000000.0,0.483,7760000000.0,1.338,17.684,3310000000.0,1.41,0.06,80.9,16800000.0,1.2,1.9,,15370000.0,outperform
25,2007-10-11 20:57:59,1192107479.0,aa,38.08,-5.602379771938535,1554.41,3.450777340006398,-9.053157111944934,0.47,14.7,1.09,2.04,7.23,13.33,6.91,14.0,36.164,33659999999.999996,41030000000.0,N/A,0.98,1.31,7.512,1.31,7060000000.0,7.512,2190000000.0,2.59,3.9,3.5,1170000000.0,1.321,7900000000.0,1.353,18.978001,3960000000.0,1.48,0.09,78.1,19800000.0,1.4,2.2,,15740000.0,underperform
26,2008-01-23 16:05:53,1201075553.0,aa,28.04,-26.365546218487395,1338.6,-13.88372437130488,-12.481821847182516,0.499,9.51,0.77,1.49,8.34,11.42,5.78,16.78,35.721,23200000000.0,31390000000.0,N/A,0.95,1.02,6.567,1.02,7060000000.0,6.567,2570000000.0,2.95,76.0,5.8,483000000.0,0.584,8000000000.0,1.128,19.291,3110000000.0,1.69,0.22,78.4,13610000.0,1.6,1.6,,21040000.0,underperform
27,2008-10-28 00:52:22,1225126342.0,aa,9.04,-67.76034236804566,940.51,-29.73927984461377,-38.02106252343189,0.672,4.28,0.25,0.5,5.91,9.27,4.39,11.25,36.161,7230000000.0,16879999999.999998,N/A,0.42,0.57,4.207,0.57,6500000000.0,4.207,1740000000.0,2.11,51.7,2.1,831000000.0,1.038,10130000000.0,1.316,18.754999,1270000000.0,1.71,0.25,82.8,17010000.0,2.1,2.1,,18720000.0,underperform
28,2008-12-05 01:03:15,1228410195.0,aa,8.06,-10.840707964601757,876.07,-6.851601790517904,-3.9891061740838527,0.672,3.81,0.25,0.5,5.91,9.12,4.32,11.25,36.138,6450000000.0,16790000000.0,N/A,0.35,0.57,4.231,0.57,6500000000.0,4.231,1740000000.0,2.11,51.7,2.1,831000000.0,1.038,10130000000.0,1.316,18.754999,1270000000.0,2.1,0.25,80.2,47220000.0,5.9,5.9,,38210000.0,underperform
29,2008-12-06 09:33:46,1228527226.0,aa,8.15,1.1166253101736956,870.74,-0.6083988722362415,1.725024182409937,0.672,3.86,0.22,0.43,5.91,9.12,4.32,11.25,36.138,6520000000.0,15880000000.0,N/A,0.31,0.54,4.001,0.54,6500000000.0,4.001,1740000000.0,2.11,51.7,2.1,831000000.0,1.038,10130000000.0,1.316,18.754999,1270000000.0,2.1,0.25,80.2,47220000.0,5.9,5.9,,38210000.0,outperform
30,2008-12-18 10:54:07,1229568847.0,aa,10.35,26.993865030674836,885.28,1.6698440407010087,25.324020989973828,0.672,4.9,0.28,0.55,5.91,9.12,4.32,11.25,36.138,8279999999.999999,17640000000.0,N/A,0.33,0.6,4.445,0.6,6500000000.0,4.445,1740000000.0,2.11,51.7,2.1,831000000.0,1.038,10130000000.0,1.316,18.754999,1270000000.0,2.1,0.25,80.5,61000000.0,1.9,7.6,,47220000.0,outperform
31,2009-03-09 18:17:50,1236593870.0,aa,5.49,-46.95652173913043,676.53,-23.58011024760528,-23.37641149152515,N/A,N/A,0.16,0.36,0.28,7.73,3.39,1.65,33.211,4400000000.0,14270000000.0,N/A,N/A,0.53,4.308,0.53,4730000000.0,4.308,227000000.0,0.093,N/A,21.1,762000000.0,0.95,10580000000.0,1.12,14.594,1230000000.0,2.18,0.17,74.8,75380000.0,9.4,9.4,,72960000.0,underperform
32,2003-12-07 10:36:10,1070764570.0,aapl,20.85,0.0,1069.72,0.0,0.0,0.072,112.7,1.25,1.84,1.1,0.02,1.06,1.64,17.077,7650000000.0,3380000000.0,40.67,4.41,0.55,N/A,0.55,1600000000.0,N/A,68000000.0,0.185,N/A,7.1,4570000000.0,12.45,304000000.0,2.498,11.52,N/A,1.742,0.8,64.42,11990000.0,2.356,3.3,,13610000.0,underperform
33,2004-02-03 07:33:34,1075764814.0,aapl,22.32,7.05035971223021,1136.03,6.198818382380431,0.8515413298497796,0.07,60.16,1.23,1.92,2.03,1.63,2.08,3.26,18.379,8230000000.0,3830000000.0,38.24,4.02,0.57,34.82,0.57,1710000000.0,34.82,137000000.0,0.371,6.2,8.1,4790000000.0,12.99,302000000.0,2.531,11.74,N/A,1.749,0.83,62.3,14090000.0,1.968,3.85,,11660000.0,outperform
34,2004-06-03 01:20:38,1086196838.0,aapl,28.92,29.569892473118287,1116.64,-1.7068211226816083,31.276713595799894,2.921,63.7,1.49,2.33,2.36,2.31,2.54,3.95,19.326,10990000000.0,6070000000.0,37.08,2.89,0.85,21.08,0.85,1710000000.0,21.08,169000000.0,0.454,6.2,8.1,4590000000.0,12.09,2.921,2.921,12.042,361000000.0,1.701,1.06,66.12,11710000.0,1.978,3.12,,17190000.0,outperform
35,2004-08-10 02:02:44,1092074564.0,aapl,30.3,4.771784232365142,1079.04,-3.3672445909156155,8.139028823280757,2.917,54.4,1.51,2.38,2.76,3.0,3.09,4.78,20.197,11750000000.0,6590000000.0,34.43,2.65,0.86,17.9,0.86,1710000000.0,17.9,211000000.0,0.557,6.2,8.1,4970000000.0,12.8,2.917,2.917,12.493,361000000.0,1.744,1.19,64.33,13030000.0,1.386,3.4,,12480000.0,outperform
36,2004-10-12 05:40:57,1097530857.0,aapl,38.59,27.359735973597367,1121.84,3.9664887307236025,23.393247242873763,2.917,69.28,1.98,3.13,2.76,3.0,3.09,4.78,20.197,14970000000.0,10190000000.0,41.05,3.38,1.33,27.68,1.33,1710000000.0,27.68,211000000.0,0.557,6.2,8.1,4970000000.0,12.8,2.917,2.917,12.493,564000000.0,1.802,1.19,67.52,14960000.0,2.196,3.9,,12800000.0,outperform
37,2004-12-04 14:16:51,1102141011.0,aapl,62.68,62.42549883389478,1191.37,6.197853526349566,56.22764530754521,2.632,88.41,3.08,5.03,3.33,3.94,3.86,6.02,21.419,24540000000.0,20060000000.0,37.09,2.21,2.42,61.54,2.42,1710000000.0,61.54,276000000.0,0.709,6.2,8.1,5460000000.0,13.96,2.632,2.632,12.968,564000000.0,1.775,1.26,72.07,19400000.0,1.508,5.02,,12350000.0,outperform
38,2005-01-26 15:16:47,1106723807.0,aapl,71.94,14.773452456924055,1174.07,-1.4521097559951952,16.22556221291925,2.581,57.83,2.99,5.03,5.2,6.71,6.62,10.37,24.517,29100000000.0,22700000000.0,30.35,1.71,2.33,34.66,2.33,2260000000.0,34.66,508000000.0,1.244,300.0,33.4,6450000000.0,15.94,2.581,2.581,14.312,934000000.0,1.81,1.47,71.08,14380000.0,0.892,3.61,,19400000.0,outperform
39,2005-02-04 03:07:08,1107457628.0,aapl,77.81,8.159577425632477,1203.03,2.466633164973131,5.692944260659346,2.581,62.55,3.3,5.56,5.2,6.71,6.62,10.37,24.517,31480000000.0,26090000000.0,32.83,1.92,2.67,32.09,2.67,2260000000.0,32.09,508000000.0,1.24,300.0,33.4,6450000000.0,15.78,2.581,2.581,14.312,934000000.0,1.81,1.54,68.75,15590000.0,0.761,3.88,,14380000.0,outperform
40,2005-03-01 10:36:03,1109644563.0,aapl,44.86,-42.34674206400206,1210.41,0.6134510361337714,-42.96019310013583,2.581,72.01,1.86,3.11,5.2,6.71,6.63,10.37,12.259,18330000000.0,30210000000.0,18.24,2.06,3.09,37.16,3.09,2260000000.0,37.16,508000000.0,0.62,300.0,33.4,6450000000.0,7.89,2.581,2.581,14.312,1490000000.0,1.8,1.54,74.88,30650000.0,0.87,3.81,,31180000.0,underperform
41,2005-12-17 11:55:53,1134791753.0,aapl,71.11,58.51538118591173,1272.74,5.1494947992828815,53.365886386628844,2.956,45.64,4.37,8.07,9.58,11.84,10.52,21.29,17.232,59930000000.0,51670000000.0,N/A,1.77,3.71,28.249,3.71,4040000000.0,28.249,1340000000.0,1.56,305.7,56.5,8260000000.0,9.802,2.956,2.956,8.941,2540000000.0,N/A,1.24,73.2,29370000.0,0.9,3.5,,26240000.0,outperform
42,2006-01-25 09:43:52,1138153432.0,aapl,76.04,6.93292082688793,1264.68,-0.6332793814918951,7.566200208379825,2.404,41.01,3.96,7.67,9.91,12.34,10.6,22.65,19.771,64080000000.0,56750000000.0,N/A,1.7,3.51,26.035,3.51,4040000000.0,26.035,1610000000.0,1.85,91.5,64.7,8710000000.0,10.331,2.404,2.404,9.91,N/A,N/A,1.24,73.2,24860000.0,1.1,3.0,,29370000.0,outperform
43,2006-02-03 13:49:59,1138945799.0,aapl,72.1,-5.181483429773818,1264.03,-0.05139640067053254,-5.130087029103286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,underperform
44,2006-02-07 09:17:30,1139275050.0,aapl,67.3,-6.657420249653256,1254.78,-0.731786429119562,-5.925633820533695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,underperform
45,2006-02-17 15:01:01,1140159661.0,aapl,70.21,4.323922734026741,1287.24,2.5869076650887037,1.7370150689380375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,outperform
46,2007-02-17 21:52:03,1171720323.0,aapl,84.83,20.82324455205812,1455.3,13.0558404027221,7.767404149336022,N/A,30.74,3.55,6.53,11.74,14.63,11.85,24.77,24.308,73110000000.0,61240000000.0,N/A,1.32,2.96,17.819,2.96,5600000000.0,17.819,2430000000.0,2.76,77.7,23.8,11870000000.0,13.771,N/A,2.271,13.052,3750000000.0,2.4,0.12,68.8,25680000.0,0.7,3.0,,24460000.0,outperform
47,2007-02-19 17:27:55,1171877275.0,aapl,84.83,0.0,1455.54,0.016491445062874262,-0.016491445062874262,N/A,30.74,3.55,6.53,11.74,14.63,11.85,24.77,24.308,73110000000.0,61240000000.0,N/A,1.31,2.96,17.819,2.96,5600000000.0,17.819,2430000000.0,2.76,77.7,23.8,11870000000.0,13.771,N/A,2.271,13.052,3750000000.0,2.4,0.12,68.8,25680000.0,0.7,3.0,,24460000.0,underperform
48,2008-01-23 06:28:45,1201040925.0,aapl,155.64,83.47282800895908,1338.6,-8.034131662475787,91.50695967143487,N/A,39.59,5.89,9.69,14.56,18.37,12.95,28.52,27.766,136270000000.00002,N/A,N/A,1.43,N/A,N/A,N/A,8150000000.0,N/A,3500000000.0,3.93,66.8,28.5,15390000000.0,17.573,N/A,2.361,16.659,5470000000.0,2.04,0.69,67.1,21290000.0,0.6,2.4,,20140000.0,outperform
49,2008-10-27 05:55:02,1225058102.0,aapl,96.38,-38.07504497558468,848.92,-36.58150306290154,-1.493541912683142,N/A,17.99,2.69,4.15,14.88,19.32,12.08,27.19,36.841,85620000000.0,61130000000.0,N/A,0.86,1.88,9.059,1.88,8150000000.0,9.059,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.7,66.8,22360000.0,0.6,2.5,,25690000.0,underperform
50,2008-10-29 21:14:51,1225286091.0,aapl,104.55,8.476862419589128,930.09,9.561560571078557,-1.0846981514894285,N/A,19.51,2.73,4.22,14.88,19.32,12.08,27.19,36.841,92870000000.0,64260000000.00001,N/A,0.9,1.98,9.523,1.98,8150000000.0,9.523,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.7,66.8,22360000.0,0.6,2.5,,25690000.0,underperform
51,2008-10-31 22:34:03,1225463643.0,aapl,107.59,2.9076996652319527,968.75,4.15658699695728,-1.2488873317253275,N/A,20.08,3.04,4.69,14.88,19.32,12.08,27.19,36.841,95570000000.0,74150000000.0,N/A,1.0,2.28,10.988,2.28,8150000000.0,10.988,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,2.91,0.7,66.8,24200000.0,0.4,2.8,,22360000.0,underperform
52,2008-12-03 23:41:54,1228318914.0,aapl,95.9,-10.865322055953152,870.74,-10.11716129032258,-0.7481607656305727,N/A,17.9,2.53,3.91,14.88,19.32,12.08,27.19,36.841,85190000000.0,57650000000.0,N/A,0.86,1.78,8.544,1.78,11150000000.0,8.544,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.7,67.7,26760000.0,0.6,3.0,,28080000.0,underperform
53,2008-12-07 14:27:24,1228631244.0,aapl,94.0,-1.981230448383739,845.22,-2.93084043457289,0.9496099861891509,N/A,17.54,2.5,3.86,14.88,19.32,12.08,27.19,36.841,83500000000.0,59010000000.0,N/A,0.87,1.82,8.745,1.82,11150000000.0,8.745,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.7,67.7,26760000.0,0.6,3.0,,28080000.0,outperform
54,2008-12-16 01:57:34,1229363854.0,aapl,94.75,0.7978723404255319,913.18,8.040510163034467,-7.242637822608935,N/A,17.68,2.69,4.15,14.88,19.32,12.08,27.19,36.841,84170000000.0,62810000000.0,N/A,0.95,1.93,9.307,1.93,11150000000.0,9.307,4830000000.0,5.36,25.7,27.0,24490000000.0,27.569,N/A,2.462,23.674,9600000000.0,1.9,0.7,68.1,21920000.0,0.4,2.5,,26760000.0,underperform
55,2008-12-17 02:12:01,1229451121.0,aapl,95.43,0.7176781002638595,904.42,-0.9592851354606968,1.6769632357245563,N/A,17.81,2.59,4.0,14.88,19.32,12.08,27.19,36.841,84830000000.0,59740000000.0,N/A,0.92,1.84,8.852,1.84,11150000000.0,8.852,4830000000.0,5.36,25.7,27.0,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.9,0.7,68.1,21920000.0,0.4,2.5,,26760000.0,outperform
56,2009-01-01 01:31:55,1230744715.0,aapl,85.35,-10.562716127004098,869.42,-3.869883461223768,-6.69283266578033,N/A,15.93,2.36,3.64,14.88,19.32,12.08,27.19,36.841,75870000000.0,52220000000.0,N/A,0.84,1.61,7.738,1.61,11150000000.0,7.738,4830000000.0,5.36,25.7,27.0,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.9,0.7,68.0,21920000.0,0.4,2.5,,26760000.0,underperform
57,2009-01-12 07:25:12,1231716312.0,aapl,90.58,6.127709431751616,870.26,0.09661613489453105,6.031093296857085,N/A,16.91,2.54,3.92,14.88,19.32,12.08,27.19,36.841,80520000000.0,56030000000.0,N/A,0.92,1.73,8.303,1.73,11150000000.0,8.303,4830000000.0,5.36,25.7,27.0,24490000000.0,27.55,N/A,2.462,23.674,9600000000.0,1.87,0.7,68.0,21330000.0,0.6,2.4,,21920000.0,outperform
